produto,quantidade_produzida_kgs,valor_venda_medio,receita_total,custo_kg
tomate,141.29,15.47,2185.91,12.18
arroz,36.92,19.85,732.91,16.65
cenoura,51.52,8.6,443.06,5.09
melão,133.69,16.68,2230.48,10.76
pimentão,102.82,9.11,936.48,2.13
trigo,24.35,10.01,243.84,4.66
cenoura,62.91,8.97,564.39,2.67
feijão,184.04,23.92,4402.78,12.74
morango,11.51,23.34,268.67,19.52
abacaxi,93.98,8.46,795.31,6.65
abobrinha,102.34,23.33,2387.8,14.73
tomate,178.83,6.49,1160.14,5.49
feijão,143.06,13.07,1869.26,11.71
arroz,130.32,8.95,1166.39,5.34
feijão,59.27,18.42,1091.57,12.33
tomate,97.29,7.58,737.23,2.84
milho,83.86,10.36,868.75,6.15
morango,33.88,5.25,177.98,4.01
trigo,54.48,7.51,409.38,6.19
abacaxi,99.31,9.56,949.35,7.34
arroz,186.25,12.48,2324.26,11.39
feijão,88.75,7.19,637.88,5.52
alface,59.93,8.78,526.28,4.25
batata,3.35,12.72,42.63,11.12
milho,50.04,24.76,1239.32,22.81
feijão,5.02,21.4,107.51,13.23
milho,196.56,24.21,4758.01,5.64
tomate,93.2,14.71,1370.71,4.81
melancia,106.47,24.8,2640.18,5.25
melancia,33.53,8.94,299.91,5.35
soja,22.77,17.59,400.53,15.71
abacaxi,161.59,8.32,1344.93,3.24
tomate,117.4,13.76,1615.84,3.54
abacaxi,182.23,8.43,1535.46,2.81
abacaxi,170.63,15.77,2690.98,7.03
abacaxi,196.16,12.77,2504.55,4.92
batata,83.22,17.83,1483.62,15.1
melão,96.54,11.45,1104.98,8.92
soja,189.47,12.57,2382.25,6.52
abacaxi,160.27,17.97,2879.91,2.87
pimentão,27.73,22.32,618.99,7.62
batata,122.7,7.96,976.5,4.5
cenoura,26.34,22.02,579.97,5.54
alface,48.02,23.9,1147.81,12.67
feijão,131.11,23.33,3059.1,14.41
abacaxi,32.82,16.85,553.18,6.09
abacaxi,96.04,19.4,1863.43,8.65
melão,52.74,10.89,574.49,10.26
morango,26.44,22.48,594.33,16.73
pimentão,194.97,16.11,3141.4,8.19
morango,118.85,19.55,2323.16,9.93
melão,193.49,14.51,2807.8,6.73
feijão,87.6,6.29,550.81,5.03
cenoura,111.44,20.24,2255.43,15.53
trigo,113.74,21.32,2424.78,4.99
abacaxi,186.05,9.94,1848.6,7.12
arroz,197.13,19.52,3848.47,2.25
morango,105.98,13.59,1440.68,4.97
morango,159.84,22.29,3563.37,12.66
feijão,158.69,19.67,3121.36,6.12
trigo,20.36,5.83,118.8,4.32
trigo,157.32,9.03,1420.44,2.63
morango,53.95,23.06,1243.86,3.21
cenoura,157.15,5.84,918.27,4.26
melão,163.49,6.0,981.64,3.22
arroz,109.16,15.55,1697.48,8.13
abobrinha,91.24,15.25,1391.52,3.86
pimentão,13.89,6.74,93.6,4.55
arroz,97.38,5.91,575.34,3.42
soja,28.97,16.45,476.45,13.32
melancia,49.05,21.83,1070.92,19.02
arroz,80.29,21.2,1702.15,4.67
cenoura,34.91,12.09,422.01,9.36
tomate,92.98,14.14,1314.94,8.72
arroz,178.4,14.45,2577.13,8.28
abacaxi,6.96,9.18,63.94,4.39
feijão,177.55,9.16,1627.1,3.18
pimentão,84.14,6.27,527.35,5.71
pimentão,148.95,8.6,1281.39,6.57
melancia,180.05,8.07,1452.74,5.82
abobrinha,73.27,6.84,501.29,2.37
melão,55.04,13.33,733.46,10.89
abobrinha,169.68,7.54,1279.12,2.99
pimentão,188.31,14.35,2701.8,13.48
soja,190.59,21.27,4054.31,8.6
pimentão,49.85,20.19,1006.6,2.84
tomate,103.97,20.04,2083.73,13.87
melancia,28.29,5.37,152.0,2.47
pimentão,51.88,17.11,887.56,3.56
pimentão,108.54,9.6,1042.1,7.43
milho,198.35,21.87,4337.8,17.66
abobrinha,38.07,20.22,769.67,19.53
cenoura,136.89,10.66,1458.89,5.78
melão,102.0,9.41,959.91,8.73
tomate,48.86,20.54,1003.54,15.88
milho,9.46,5.64,53.39,2.53
pimentão,74.65,12.6,940.59,3.78
pimentão,53.4,12.37,660.27,11.06
arroz,146.62,5.46,800.42,3.67
trigo,163.16,17.15,2798.07,5.15
soja,4.81,14.13,67.91,2.49
tomate,137.34,21.46,2947.46,10.59
melão,190.43,22.48,4280.73,21.08
alface,186.67,19.38,3617.89,11.18
abacaxi,11.64,18.88,219.82,5.91
milho,167.6,23.57,3950.34,21.79
abacaxi,167.27,7.15,1195.2,5.72
abobrinha,113.79,20.14,2291.56,14.68
cenoura,147.4,16.13,2377.36,6.04
cenoura,183.4,16.15,2962.49,10.94
abacaxi,132.68,6.9,914.88,5.63
melão,95.37,10.05,958.28,4.11
batata,173.32,16.38,2839.49,15.38
soja,55.85,20.39,1138.9,9.8
cenoura,89.33,12.19,1089.02,3.71
soja,92.34,15.22,1405.18,8.78
abobrinha,30.19,13.52,408.24,8.63
arroz,116.37,23.28,2709.04,7.66
soja,56.36,17.19,968.85,6.6
morango,167.95,19.28,3237.55,6.97
melancia,52.6,20.32,1069.06,12.54
tomate,10.34,12.59,130.23,5.88
abobrinha,3.82,23.23,88.79,13.11
milho,136.7,24.82,3393.31,3.04
abacaxi,60.53,10.05,608.4,5.67
abobrinha,196.65,6.33,1244.82,3.33
abobrinha,73.46,14.84,1090.19,4.68
morango,158.95,5.37,853.05,3.66
batata,45.76,9.51,435.01,6.69
tomate,89.55,24.99,2238.33,7.34
melão,25.59,22.28,569.95,2.94
tomate,173.69,7.73,1342.54,6.86
melão,113.02,21.16,2391.28,16.04
soja,105.89,5.86,620.24,3.37
abacaxi,166.3,23.84,3963.85,6.24
melão,26.01,6.59,171.3,3.53
morango,33.39,20.7,691.22,17.21
feijão,135.99,20.14,2739.26,11.37
abobrinha,83.99,21.75,1827.05,4.57
melão,92.71,18.84,1746.96,18.27
pimentão,98.83,7.49,740.33,5.78
milho,185.36,5.94,1101.11,2.43
arroz,191.95,10.48,2011.69,3.15
milho,165.82,10.36,1717.49,5.97
pimentão,144.04,19.73,2841.33,19.02
soja,87.1,9.35,814.42,5.63
soja,6.37,23.31,148.55,20.84
abacaxi,64.76,7.53,487.54,4.01
feijão,75.15,14.98,1125.86,12.87
trigo,28.56,23.21,662.99,19.9
morango,180.19,24.11,4344.43,23.38
arroz,86.17,6.46,556.33,4.82
melão,113.26,9.8,1109.91,2.92
morango,121.12,19.77,2394.08,15.77
soja,86.68,24.53,2126.39,5.16
tomate,166.2,7.53,1252.33,4.31
trigo,103.75,13.05,1354.13,3.42
melancia,47.72,21.14,1008.89,13.72
abobrinha,13.38,14.62,195.6,7.27
abobrinha,27.58,24.95,687.9,14.48
alface,141.95,20.06,2847.93,5.52
alface,19.1,19.12,365.23,7.72
pimentão,139.98,22.12,3095.71,3.15
milho,48.92,22.39,1095.4,19.66
arroz,12.7,6.2,78.71,2.01
feijão,173.79,17.97,3123.15,2.84
soja,18.3,13.13,240.4,10.49
soja,79.11,6.45,510.27,4.77
batata,71.7,15.67,1123.51,9.84
batata,139.6,6.01,839.34,3.97
cenoura,65.65,5.93,389.47,3.65
soja,33.87,19.73,668.35,6.09
cenoura,82.7,16.78,1387.68,11.83
pimentão,164.35,7.06,1160.67,5.54
pimentão,142.69,13.6,1940.45,6.72
cenoura,9.87,8.29,81.75,2.64
trigo,15.73,10.31,162.16,8.34
milho,19.31,22.86,441.4,6.4
tomate,114.79,15.7,1801.9,8.2
abobrinha,143.22,6.53,934.73,3.16
soja,11.08,14.75,163.41,5.27
melancia,66.15,9.81,649.01,5.83
melão,90.54,10.46,947.44,2.11
pimentão,108.11,8.79,950.38,7.47
batata,162.11,13.47,2183.05,4.48
feijão,111.09,12.88,1430.52,8.98
cenoura,76.85,22.12,1700.25,18.86
cenoura,43.16,22.59,975.05,9.76
alface,142.82,21.15,3020.18,7.0
melão,72.73,20.09,1461.15,13.91
melancia,193.69,6.08,1177.17,4.07
cenoura,191.47,11.58,2217.57,4.96
abacaxi,154.86,19.1,2957.14,2.41
morango,175.35,22.68,3976.79,11.55
morango,108.67,19.35,2102.8,15.04
soja,47.24,22.96,1084.78,22.35
feijão,181.84,7.01,1275.28,6.0
trigo,178.94,15.92,2848.05,3.82
melancia,41.35,8.81,364.25,4.74
melão,133.46,13.25,1768.08,6.03
arroz,159.05,23.46,3730.94,18.13
melão,149.11,16.53,2465.14,13.07
feijão,102.76,24.76,2544.75,2.12
pimentão,195.45,10.96,2142.9,4.88
batata,31.36,5.28,165.69,3.51
morango,138.57,17.34,2403.04,11.98
feijão,25.5,16.27,414.89,8.69
feijão,195.2,19.3,3767.65,2.11
melão,18.93,8.66,163.86,8.08
alface,105.37,24.66,2598.16,15.05
abacaxi,46.34,12.44,576.5,3.75
feijão,51.94,14.75,766.2,6.7
abacaxi,19.29,21.32,411.3,6.51
melão,99.54,24.53,2442.15,2.05
melancia,49.84,14.64,729.83,9.3
abobrinha,70.2,16.16,1134.41,3.88
feijão,56.13,9.25,519.02,7.55
soja,101.48,9.76,990.22,2.68
tomate,143.48,14.54,2085.49,2.48
abobrinha,68.89,11.48,790.96,10.87
abobrinha,69.92,11.7,817.89,9.43
abobrinha,51.73,24.4,1262.43,2.03
batata,168.97,19.74,3335.11,5.31
milho,155.82,8.7,1355.43,7.05
alface,197.58,20.81,4110.77,12.29
batata,45.8,5.68,260.16,3.97
melancia,113.52,15.55,1765.48,2.62
milho,181.49,16.36,2969.76,7.61
tomate,14.59,6.81,99.3,5.79
melão,59.43,9.83,584.17,6.32
abobrinha,43.51,7.88,342.92,5.69
tomate,116.93,20.88,2441.39,11.86
batata,24.43,10.59,258.62,2.92
abacaxi,197.48,20.81,4109.87,17.25
milho,71.65,18.12,1298.73,17.42
pimentão,20.72,6.04,125.15,2.1
trigo,185.42,17.24,3196.7,9.38
milho,81.59,21.64,1765.98,6.42
tomate,170.72,13.73,2344.63,10.11
batata,1.75,10.54,18.41,9.12
batata,27.58,23.82,657.03,7.86
morango,88.28,5.21,459.57,3.92
melão,96.71,23.96,2317.16,11.4
abobrinha,189.28,21.53,4075.29,2.77
abobrinha,105.84,17.44,1845.91,9.54
pimentão,123.2,7.87,970.02,4.01
batata,141.84,6.68,947.02,2.17
melancia,68.17,24.84,1693.1,10.17
soja,37.94,22.55,855.38,13.25
batata,123.43,15.76,1945.48,4.36
alface,123.49,12.38,1528.65,4.06
arroz,93.44,9.15,855.39,2.87
tomate,58.09,18.24,1059.51,13.74
soja,86.99,7.01,609.99,5.32
batata,187.87,22.44,4215.07,4.85
milho,120.36,18.91,2276.55,5.36
melancia,69.36,20.83,1444.73,2.67
melancia,66.94,7.07,473.36,5.8
abacaxi,178.78,18.28,3267.52,3.8
melão,136.46,7.06,963.87,4.58
soja,141.31,19.72,2786.49,12.84
melancia,89.96,21.49,1932.92,9.46
abobrinha,121.52,21.8,2649.2,10.75
pimentão,82.75,12.85,1063.04,9.02
abobrinha,87.39,8.68,758.49,5.34
alface,178.02,14.75,2626.06,11.76
trigo,194.1,11.21,2175.89,4.79
morango,40.07,10.46,418.94,3.07
batata,3.76,17.22,64.81,13.28
alface,158.01,6.87,1085.53,6.06
tomate,27.1,17.16,465.05,5.94
batata,22.95,5.17,118.69,4.1
soja,59.38,11.09,658.59,9.22
morango,114.27,19.7,2251.65,2.31
morango,8.47,14.62,123.82,12.85
soja,45.68,6.61,301.85,5.81
abobrinha,152.64,7.84,1196.71,2.99
abacaxi,134.93,7.67,1034.55,3.71
melancia,47.21,12.12,572.12,7.88
melancia,135.82,22.16,3010.24,3.03
tomate,82.62,19.32,1596.41,16.77
abobrinha,62.79,19.34,1214.48,2.75
soja,42.68,11.73,500.68,7.74
alface,53.96,11.53,622.17,4.97
morango,51.9,11.42,592.59,9.66
arroz,45.56,12.14,553.16,6.36
abobrinha,22.11,5.14,113.69,2.27
batata,89.54,7.3,653.63,6.5
abobrinha,188.63,19.51,3679.75,9.46
milho,3.56,22.77,81.06,8.1
soja,98.16,17.12,1680.74,9.37
trigo,76.14,22.13,1684.77,7.66
morango,22.62,16.29,368.5,12.66
batata,139.87,24.85,3476.32,6.58
batata,142.59,9.41,1341.7,8.15
trigo,186.58,20.5,3825.76,16.61
morango,53.45,21.78,1164.43,11.0
alface,170.99,24.31,4156.75,15.59
feijão,60.94,6.6,402.09,5.61
feijão,139.35,24.04,3350.12,16.53
trigo,187.9,12.05,2264.89,7.11
abacaxi,82.26,21.65,1781.16,14.34
pimentão,10.79,14.17,152.87,10.4
abacaxi,168.95,23.56,3980.89,5.2
milho,10.44,14.75,154.02,9.76
cenoura,5.13,15.68,80.51,5.28
morango,141.99,5.06,719.16,2.41
milho,188.5,15.8,2978.84,6.31
alface,29.87,13.18,393.68,3.72
arroz,183.33,18.86,3457.48,18.05
melão,33.75,11.88,401.06,4.86
milho,69.43,17.52,1216.1,5.67
trigo,146.96,5.13,753.75,3.81
pimentão,20.83,20.95,436.36,20.1
morango,21.59,6.36,137.26,4.01
pimentão,21.15,5.46,115.36,4.33
morango,163.43,14.46,2363.56,9.71
cenoura,166.24,12.85,2135.91,6.33
pimentão,81.44,17.63,1435.52,16.38
alface,192.49,16.87,3248.08,6.57
abobrinha,197.69,20.11,3974.85,8.08
arroz,66.49,18.95,1259.82,3.32
milho,14.31,23.86,341.35,7.98
trigo,127.3,21.54,2742.48,19.31
morango,164.27,23.91,3927.87,13.27
morango,152.52,18.83,2871.8,13.64
milho,32.48,13.26,430.78,4.79
feijão,144.32,8.64,1247.02,3.45
milho,192.31,19.48,3746.24,12.39
soja,198.23,12.97,2571.4,3.57
abobrinha,80.11,9.29,743.95,3.33
soja,75.94,23.59,1791.22,12.3
abobrinha,176.16,19.48,3431.38,11.88
melão,7.6,8.89,67.57,8.07
melão,64.88,20.33,1319.29,9.12
cenoura,164.74,5.91,974.26,5.24
tomate,145.19,13.56,1969.27,2.39
trigo,126.55,19.28,2439.89,15.21
abobrinha,23.73,15.43,366.18,7.41
batata,13.7,18.75,256.9,15.29
milho,147.56,9.39,1386.17,4.22
soja,103.31,17.56,1814.29,10.3
feijão,165.51,22.04,3648.45,9.65
batata,19.67,10.48,206.08,4.74
melão,155.73,19.59,3050.43,10.62
pimentão,149.25,17.17,2562.57,13.94
alface,171.64,17.79,3053.04,16.56
tomate,98.91,14.53,1437.08,11.95
morango,171.8,12.14,2086.48,2.21
soja,133.44,17.05,2274.97,13.17
pimentão,169.71,22.7,3851.79,21.75
arroz,19.34,24.66,476.89,13.28
melancia,10.98,22.27,244.69,13.63
melão,110.77,14.39,1594.24,12.58
trigo,142.66,5.61,800.54,3.26
abacaxi,74.11,19.33,1432.13,5.48
feijão,185.33,22.58,4185.15,16.31
melancia,33.41,17.5,584.54,2.63
alface,39.32,21.39,840.96,13.48
melancia,72.7,5.91,429.91,3.58
arroz,67.82,9.84,667.09,6.11
cenoura,143.99,12.4,1784.81,8.85
pimentão,39.5,5.72,225.9,4.32
tomate,79.32,17.71,1404.48,4.61
alface,80.89,9.22,745.41,4.09
feijão,112.77,19.84,2237.84,5.39
trigo,146.35,16.08,2353.75,6.79
cenoura,141.4,19.27,2724.36,13.12
arroz,176.48,15.32,2703.1,10.94
pimentão,155.87,22.17,3456.26,17.89
feijão,109.31,15.17,1658.03,4.03
feijão,150.45,8.53,1283.53,7.1
abobrinha,62.72,8.97,562.6,4.8
tomate,9.53,7.98,76.04,3.45
arroz,42.39,13.25,561.61,10.75
morango,21.28,6.23,132.65,2.59
arroz,81.51,20.57,1676.24,9.76
batata,100.47,17.61,1768.97,8.27
melão,49.79,5.79,288.15,4.3
pimentão,19.55,6.45,126.21,2.12
tomate,197.61,16.32,3224.43,15.71
feijão,120.3,21.13,2541.35,11.06
milho,84.5,23.78,2009.74,21.01
feijão,39.42,11.22,442.26,10.56
arroz,60.92,5.65,343.99,4.08
cenoura,147.93,13.45,1989.87,9.23
tomate,104.1,15.13,1574.84,4.06
melão,40.95,24.23,992.09,9.05
pimentão,172.07,7.12,1225.94,5.2
soja,167.52,15.57,2608.12,4.92
abobrinha,103.53,18.25,1889.75,12.02
tomate,157.51,21.73,3422.8,19.71
trigo,113.01,9.13,1031.63,5.79
abobrinha,124.63,21.19,2640.59,16.75
pimentão,103.02,17.52,1804.81,6.78
tomate,157.09,9.97,1566.98,3.2
abobrinha,96.93,20.47,1983.95,6.76
pimentão,146.74,15.82,2320.7,5.9
pimentão,152.16,13.07,1988.81,10.56
morango,3.98,23.68,94.2,11.06
feijão,2.84,20.45,58.0,11.04
milho,51.25,14.14,724.93,9.49
feijão,150.84,17.6,2655.43,6.8
melão,5.37,18.68,100.35,13.76
abobrinha,14.14,17.37,245.58,2.57
melão,29.43,19.99,588.24,10.43
melancia,99.05,13.16,1303.42,3.83
milho,7.5,6.22,46.64,3.6
trigo,184.09,6.41,1180.38,2.99
pimentão,37.39,18.8,702.92,4.47
trigo,2.07,14.07,29.14,13.32
milho,191.61,20.16,3862.39,4.55
abacaxi,140.31,13.08,1834.79,6.72
pimentão,34.09,15.1,514.83,6.75
melancia,134.71,12.74,1715.59,2.36
abacaxi,166.24,18.1,3009.65,12.69
abobrinha,129.56,5.36,694.9,2.32
morango,36.93,24.79,915.43,14.69
batata,46.87,6.63,310.8,4.13
abacaxi,129.25,11.96,1546.03,7.79
tomate,34.88,9.44,329.34,6.76
melão,90.67,11.75,1065.27,2.16
milho,1.52,14.15,21.45,5.7
arroz,42.16,23.03,970.99,3.34
milho,188.37,18.64,3511.85,8.08
abobrinha,183.15,22.89,4192.37,3.87
arroz,104.33,17.36,1810.85,11.67
arroz,51.05,24.32,1241.28,15.67
melancia,67.74,14.28,967.58,10.43
abobrinha,132.86,11.38,1512.09,6.11
milho,154.76,8.0,1238.79,3.79
arroz,138.44,19.98,2765.7,17.54
milho,45.86,19.57,897.41,17.77
abobrinha,104.54,24.87,2599.5,11.65
melancia,96.7,15.13,1463.29,6.15
melancia,159.56,9.56,1525.14,5.97
milho,35.09,14.17,497.16,11.03
melão,30.22,8.24,249.12,3.54
trigo,51.61,17.95,926.34,8.0
abobrinha,30.84,16.56,510.53,2.61
cenoura,156.98,18.05,2834.0,2.8
cenoura,8.04,18.87,151.69,4.55
cenoura,24.99,10.85,271.17,6.81
alface,176.88,11.36,2010.02,4.35
alface,79.24,7.85,621.89,3.14
soja,172.97,15.55,2690.17,3.31
abacaxi,17.74,16.81,298.21,2.07
melancia,44.79,11.29,505.83,10.47
abobrinha,158.43,13.14,2081.65,5.66
morango,69.5,22.66,1574.83,10.06
trigo,100.86,12.27,1237.92,6.95
melão,190.29,19.13,3639.67,14.74
batata,61.17,22.18,1356.82,13.19
batata,17.82,18.09,322.31,13.13
feijão,167.73,17.7,2968.08,3.77
soja,58.13,22.02,1280.23,19.79
batata,127.14,18.64,2370.02,11.94
morango,23.07,24.79,571.97,19.73
feijão,115.24,16.84,1940.2,5.78
tomate,168.81,19.7,3324.71,15.06
alface,8.04,24.92,200.44,14.17
melão,37.76,19.61,740.5,12.84
batata,89.48,6.33,566.79,4.09
milho,108.55,12.44,1350.03,7.09
alface,162.8,16.5,2685.52,4.94
milho,185.06,23.1,4274.21,8.35
abacaxi,172.67,21.69,3744.71,9.84
milho,15.0,21.77,326.55,3.83
milho,151.35,17.1,2588.2,3.09
alface,88.34,11.41,1008.23,3.5
trigo,106.79,14.62,1561.03,10.66
morango,57.19,13.63,779.58,12.66
alface,51.97,19.14,994.9,6.94
melão,187.83,9.9,1859.13,5.96
arroz,198.89,17.88,3556.39,7.27
melão,141.53,16.22,2295.92,13.79
alface,16.01,6.79,108.75,3.92
trigo,65.41,6.88,450.02,3.4
milho,182.2,18.62,3393.19,4.64
feijão,90.96,5.62,510.86,2.55
tomate,100.06,6.59,659.71,2.57
milho,105.0,22.38,2349.89,2.5
tomate,181.83,12.02,2185.8,8.26
feijão,89.01,12.37,1100.73,5.97
trigo,64.9,21.58,1400.37,3.83
melancia,130.33,23.16,3018.77,21.19
abacaxi,20.56,15.86,326.08,12.66
arroz,88.78,15.21,1350.46,9.91
arroz,28.93,23.94,692.63,4.73
cenoura,140.53,5.18,727.63,3.99
cenoura,71.78,20.38,1462.94,7.3
abacaxi,9.02,7.52,67.84,6.23
alface,24.82,6.58,163.45,3.42
feijão,72.09,8.1,584.04,5.26
pimentão,132.33,6.68,884.05,2.12
feijão,186.62,7.66,1429.09,6.39
pimentão,13.62,23.87,324.99,4.52
abacaxi,107.05,20.82,2229.36,12.89
alface,53.61,24.26,1300.59,17.14
melão,54.52,13.54,737.95,12.82
batata,170.08,21.66,3684.55,12.69
batata,90.86,11.45,1040.52,7.26
morango,194.77,15.25,2969.52,8.86
abacaxi,79.26,8.05,637.97,2.54
melancia,145.99,5.82,850.27,3.19
pimentão,27.6,16.71,461.2,13.54
abobrinha,142.89,14.34,2048.9,2.01
cenoura,92.54,18.22,1686.16,11.73
pimentão,36.2,18.93,685.51,16.57
abacaxi,49.74,11.03,548.41,2.13
alface,81.72,15.73,1285.25,12.88
arroz,179.56,5.63,1010.9,3.97
morango,184.38,13.75,2535.34,10.0
abacaxi,155.95,7.95,1239.69,2.16
abacaxi,154.21,23.13,3566.32,20.25
arroz,57.07,24.38,1391.16,6.13
morango,139.77,13.62,1903.14,11.85
abacaxi,102.37,24.09,2466.07,8.55
batata,24.26,12.95,314.25,10.46
pimentão,154.19,10.89,1679.26,7.61
feijão,196.73,18.01,3543.7,12.9
tomate,106.64,22.77,2428.49,18.18
trigo,25.2,16.67,420.27,6.13
melão,183.34,17.46,3200.26,10.36
pimentão,66.18,19.6,1297.19,8.51
milho,162.69,15.07,2451.19,13.99
soja,156.22,19.67,3072.55,8.34
abacaxi,94.2,13.29,1252.09,3.54
batata,170.65,17.36,2962.67,7.65
feijão,118.56,9.45,1120.51,3.55
tomate,37.55,11.63,436.83,7.88
soja,82.37,6.32,520.4,2.69
milho,83.7,7.37,616.55,4.18
tomate,25.85,9.21,238.12,2.4
batata,189.53,12.52,2373.09,8.74
morango,187.62,14.28,2679.32,5.67
abobrinha,87.82,22.62,1986.83,11.82
morango,153.31,16.96,2600.76,12.93
trigo,12.44,10.95,136.26,9.83
abobrinha,185.62,20.39,3785.54,10.18
melão,74.51,19.24,1433.45,11.31
milho,46.01,18.2,837.25,9.38
batata,164.02,11.66,1912.54,5.99
feijão,54.4,20.47,1113.45,7.39
tomate,60.6,8.33,504.84,2.93
trigo,34.09,14.49,494.1,2.55
melão,8.99,9.42,84.68,5.32
morango,189.61,21.49,4074.98,16.05
arroz,121.1,21.67,2624.44,2.49
tomate,3.78,21.67,81.96,19.61
morango,194.75,10.61,2066.44,3.38
feijão,135.5,16.96,2297.69,7.14
milho,71.52,13.13,938.85,3.05
feijão,93.71,12.73,1192.65,11.58
abobrinha,48.27,12.83,619.35,6.42
melão,120.65,21.7,2618.37,15.22
pimentão,195.16,19.66,3837.44,14.6
soja,22.26,11.33,252.1,5.83
pimentão,193.79,10.99,2128.87,2.38
alface,141.8,19.04,2699.42,13.31
melão,149.97,9.77,1464.91,7.55
morango,31.46,7.92,249.17,5.0
trigo,53.91,22.11,1192.13,11.67
trigo,2.85,7.9,22.51,2.17
melancia,62.04,15.04,933.15,6.73
abacaxi,50.41,20.61,1038.83,19.23
pimentão,69.37,9.03,626.57,2.24
milho,37.88,9.69,367.13,5.0
milho,108.29,16.28,1762.82,13.01
milho,174.31,17.01,2965.04,2.01
arroz,20.26,16.95,343.37,10.8
abacaxi,112.05,5.54,621.24,4.84
melancia,55.95,21.58,1207.49,7.26
milho,173.61,8.26,1434.51,2.85
soja,147.22,7.62,1121.99,2.32
milho,130.8,24.91,3258.15,10.18
batata,77.07,21.71,1673.14,11.53
melancia,28.92,23.15,669.5,21.43
morango,166.96,10.87,1814.96,8.37
alface,31.24,11.3,352.87,2.85
pimentão,161.18,7.3,1177.05,4.54
feijão,14.2,24.31,345.31,12.29
morango,185.4,24.51,4543.72,13.29
pimentão,8.37,8.63,72.22,2.81
abacaxi,198.5,23.68,4699.67,4.71
milho,102.77,24.99,2568.24,18.66
cenoura,105.09,11.79,1239.03,8.44
tomate,121.1,18.7,2264.07,4.51
batata,10.66,24.13,257.17,14.79
cenoura,148.57,6.13,910.37,4.83
tomate,99.83,10.01,999.34,8.89
tomate,71.13,11.07,787.3,10.48
melão,23.19,12.01,278.4,4.21
alface,80.87,20.26,1638.63,13.94
cenoura,6.68,12.34,82.4,5.67
abacaxi,100.19,21.35,2139.39,8.05
feijão,14.1,18.31,258.16,2.87
melão,30.63,17.9,548.27,2.24
trigo,86.47,9.81,848.47,3.3
trigo,120.91,16.34,1975.39,13.1
tomate,136.15,7.57,1030.39,2.3
milho,154.6,24.97,3860.86,16.68
milho,106.34,13.49,1434.51,5.46
pimentão,155.8,13.45,2095.16,5.47
melancia,108.56,22.22,2412.67,17.48
pimentão,176.31,22.22,3917.51,13.68
batata,78.52,24.75,1943.4,9.4
milho,70.64,14.86,1049.7,10.14
trigo,195.56,15.59,3049.25,3.32
trigo,81.7,23.09,1886.42,13.29
cenoura,136.39,23.82,3249.58,11.37
morango,30.44,11.03,335.62,2.86
arroz,127.31,22.73,2893.99,12.59
batata,123.39,14.92,1840.85,2.34
feijão,4.87,24.09,117.39,6.29
feijão,88.76,20.4,1810.52,16.66
abobrinha,198.47,11.49,2281.13,7.62
soja,149.93,10.06,1508.63,4.78
batata,176.94,5.61,993.0,3.75
arroz,45.36,17.71,803.27,6.84
soja,43.54,22.26,969.26,18.61
tomate,111.07,14.76,1639.85,12.9
tomate,141.61,9.45,1337.73,5.55
feijão,30.48,9.5,289.52,4.92
pimentão,81.03,22.78,1845.52,8.85
abobrinha,171.98,14.84,2552.19,7.63
milho,39.42,16.48,649.68,10.84
trigo,135.09,22.1,2985.47,4.34
morango,133.32,20.31,2707.36,13.88
tomate,54.75,16.97,929.03,8.99
trigo,97.9,11.78,1153.1,9.38
batata,130.87,17.3,2264.6,15.6
tomate,169.64,7.04,1194.29,3.24
pimentão,23.21,11.77,273.2,4.69
pimentão,195.32,7.96,1554.95,4.35
abobrinha,62.22,6.74,419.64,4.13
arroz,70.88,16.49,1169.03,12.67
morango,151.58,23.8,3607.99,21.88
soja,139.66,20.8,2905.35,6.47
morango,80.66,6.55,528.05,3.19
melancia,139.74,21.1,2949.15,3.96
melancia,72.48,5.1,369.39,4.1
melancia,92.02,7.11,654.55,6.28
milho,177.09,5.75,1017.36,3.84
trigo,141.93,16.05,2277.86,4.27
batata,75.61,12.7,960.58,5.84
arroz,116.81,22.21,2594.81,12.84
melancia,145.33,22.21,3228.32,18.07
cenoura,38.72,19.15,741.7,5.58
milho,58.97,21.96,1295.27,6.42
arroz,95.67,8.28,791.98,6.29
milho,178.91,20.45,3658.26,16.15
tomate,77.49,8.47,655.98,2.59
abobrinha,172.61,13.06,2254.95,2.16
melão,62.96,8.28,521.16,5.36
trigo,199.08,14.58,2903.53,2.12
tomate,197.18,5.14,1012.73,2.32
batata,14.88,9.35,139.11,5.11
arroz,66.6,18.52,1233.37,16.69
abacaxi,134.47,9.21,1238.61,8.59
abobrinha,181.6,7.66,1391.59,4.44
tomate,29.7,22.68,673.44,4.01
trigo,7.38,15.55,114.73,13.64
melancia,186.93,5.6,1045.99,3.51
tomate,32.13,22.63,727.11,11.45
milho,61.38,15.52,952.61,5.39
melão,114.62,15.92,1825.21,12.41
morango,98.59,9.46,932.88,2.36
cenoura,24.16,21.13,510.62,5.1
melão,143.46,15.16,2174.58,13.84
melancia,76.26,18.92,1442.74,7.42
trigo,25.39,14.71,373.41,12.12
pimentão,193.98,5.62,1090.22,2.82
soja,185.52,13.91,2580.75,10.49
melancia,105.75,8.66,915.8,6.17
milho,87.18,10.79,940.36,9.22
alface,148.78,13.11,1951.15,5.02
alface,196.17,23.46,4602.34,18.84
